Trdmnt,model,coefficient,lambda,n_stocks
2000-08,M3_ln_be_me,intercept,0.0526404229,913
2000-08,M3_ln_be_me,ln_be_me,-0.0094764838,913
2000-08,M4_beta_ln_size,intercept,0.5840009503,784
2000-08,M4_beta_ln_size,beta,-0.0077667647,784
2000-08,M4_beta_ln_size,ln_size,-0.0378481560,784
2000-08,M5_beta_ln_be_me,intercept,0.0924872114,772
2000-08,M5_beta_ln_be_me,beta,-0.0258159619,772
2000-08,M5_beta_ln_be_me,ln_be_me,-0.0115084478,772
2000-08,M6_ln_size_ln_be_me,intercept,0.5434625910,913
2000-08,M6_ln_size_ln_be_me,ln_size,-0.0336633740,913
2000-08,M6_ln_size_ln_be_me,ln_be_me,-0.0066801083,913
2000-08,M7_all3,intercept,0.5547534835,772
2000-08,M7_all3,beta,-0.0101068384,772
2000-08,M7_all3,ln_size,-0.0333606676,772
2000-08,M7_all3,ln_be_me,-0.0072335943,772
2000-09,M1_beta,intercept,-0.0466118063,783
2000-09,M1_beta,beta,0.0054239174,783
2000-09,M2_ln_size,intercept,0.4229109620,973
2000-09,M2_ln_size,ln_size,-0.0307901838,973
2000-09,M3_ln_be_me,intercept,0.0860254316,913
2000-09,M3_ln_be_me,ln_be_me,-0.0248500765,913
2000-09,M4_beta_ln_size,intercept,0.4631766391,783
2000-09,M4_beta_ln_size,beta,0.0209417548,783
2000-09,M4_beta_ln_size,ln_size,-0.0351155011,783
2000-09,M5_beta_ln_be_me,intercept,0.0934281353,772
2000-09,M5_beta_ln_be_me,beta,-0.0042346675,772
2000-09,M5_beta_ln_be_me,ln_be_me,-0.0259952258,772
2000-09,M6_ln_size_ln_be_me,intercept,0.4892372142,913
2000-09,M6_ln_size_ln_be_me,ln_size,-0.0276545558,913
2000-09,M6_ln_size_ln_be_me,ln_be_me,-0.0225528462,913
2000-09,M7_all3,intercept,0.4941631736,772
2000-09,M7_all3,beta,0.0093834495,772
2000-09,M7_all3,ln_size,-0.0289201035,772
2000-09,M7_all3,ln_be_me,-0.0222893885,772
2000-10,M1_beta,intercept,0.0606937342,783
2000-10,M1_beta,beta,-0.0275068886,783
2000-10,M2_ln_size,intercept,0.4724713766,973
2000-10,M2_ln_size,ln_size,-0.0291608501,973
2000-10,M3_ln_be_me,intercept,-0.0773700440,913
2000-10,M3_ln_be_me,ln_be_me,0.0218652704,913
2000-10,M4_beta_ln_size,intercept,0.4761886040,783
2000-10,M4_beta_ln_size,beta,-0.0148593249,783
2000-10,M4_beta_ln_size,ln_size,-0.0286203241,783
2000-10,M5_beta_ln_be_me,intercept,-0.0415193778,772
2000-10,M5_beta_ln_be_me,beta,-0.0200271560,772
2000-10,M5_beta_ln_be_me,ln_be_me,0.0184945026,772
2000-10,M6_ln_size_ln_be_me,intercept,0.3685665965,913
2000-10,M6_ln_size_ln_be_me,ln_size,-0.0305848694,913
2000-10,M6_ln_size_ln_be_me,ln_be_me,0.0244059182,913
2000-10,M7_all3,intercept,0.3720419657,772
2000-10,M7_all3,beta,-0.0059731645,772
2000-10,M7_all3,ln_size,-0.0298457477,772
2000-10,M7_all3,ln_be_me,0.0223189524,772
2000-11,M1_beta,intercept,0.0845618258,783
2000-11,M1_beta,beta,-0.0232874132,783
2000-11,M2_ln_size,intercept,0.1538244531,973
2000-11,M2_ln_size,ln_size,-0.0062036661,973
2000-11,M3_ln_be_me,intercept,0.0078946781,913
2000-11,M3_ln_be_me,ln_be_me,0.0104719811,913
2000-11,M4_beta_ln_size,intercept,0.1433312691,783
2000-11,M4_beta_ln_size,beta,-0.0214984855,783
2000-11,M4_beta_ln_size,ln_size,-0.0040481860,783
2000-11,M5_beta_ln_be_me,intercept,0.0345936425,772
2000-11,M5_beta_ln_be_me,beta,-0.0207265461,772
2000-11,M5_beta_ln_be_me,ln_be_me,0.0092683808,772
2000-11,M6_ln_size_ln_be_me,intercept,0.0865415229,913
2000-11,M6_ln_size_ln_be_me,ln_size,-0.0053940476,913
2000-11,M6_ln_size_ln_be_me,ln_be_me,0.0109200580,913
2000-11,M7_all3,intercept,0.0835560819,772
2000-11,M7_all3,beta,-0.0190626631,772
2000-11,M7_all3,ln_size,-0.0035335039,772
2000-11,M7_all3,ln_be_me,0.0097211658,772
2001-01,M1_beta,intercept,-0.0006029170,784
2001-01,M1_beta,beta,-0.0118104324,784
2001-01,M2_ln_size,intercept,-0.0939868129,974
2001-01,M2_ln_size,ln_size,0.0054091414,974
2001-01,M3_ln_be_me,intercept,-0.1657975873,913
2001-01,M3_ln_be_me,ln_be_me,0.0302757627,913
2001-01,M4_beta_ln_size,intercept,-0.1211048215,784
2001-01,M4_beta_ln_size,beta,-0.0154642810,784
2001-01,M4_beta_ln_size,ln_size,0.0083003784,784
2001-01,M5_beta_ln_be_me,intercept,-0.1550024066,772
2001-01,M5_beta_ln_be_me,beta,-0.0040446333,772
2001-01,M5_beta_ln_be_me,ln_be_me,0.0289509695,772
2001-01,M6_ln_size_ln_be_me,intercept,-0.2221400006,913
2001-01,M6_ln_size_ln_be_me,ln_size,0.0038642829,913
2001-01,M6_ln_size_ln_be_me,ln_be_me,0.0299547615,913
2001-01,M7_all3,intercept,-0.2181409770,772
2001-01,M7_all3,beta,-0.0061902616,772
2001-01,M7_all3,ln_size,0.0045565619,772
2001-01,M7_all3,ln_be_me,0.0283670892,772
2001-02,M1_beta,intercept,-0.0575988760,784
2001-02,M1_beta,beta,-0.0140362045,784
2001-02,M2_ln_size,intercept,-0.3894755796,974
2001-02,M2_ln_size,ln_size,0.0214277119,974
2001-02,M3_ln_be_me,intercept,-0.1781641066,913
2001-02,M3_ln_be_me,ln_be_me,0.0219232146,913
2001-02,M4_beta_ln_size,intercept,-0.4505896141,784
2001-02,M4_beta_ln_size,beta,-0.0259524364,784
2001-02,M4_beta_ln_size,ln_size,0.0270698780,784
2001-02,M5_beta_ln_be_me,intercept,-0.1540022836,772
2001-02,M5_beta_ln_be_me,beta,-0.0105016538,772
2001-02,M5_beta_ln_be_me,ln_be_me,0.0188684870,772
2001-02,M6_ln_size_ln_be_me,intercept,-0.3668823189,913
2001-02,M6_ln_size_ln_be_me,ln_size,0.0129433676,913
2001-02,M6_ln_size_ln_be_me,ln_be_me,0.0208480248,913
2001-02,M7_all3,intercept,-0.3774282728,772
2001-02,M7_all3,beta,-0.0180943047,772
2001-02,M7_all3,ln_size,0.0161241272,772
2001-02,M7_all3,ln_be_me,0.0168023329,772
2001-03,M1_beta,intercept,0.0795212019,784
2001-03,M1_beta,beta,0.0040041123,784
2001-03,M2_ln_size,intercept,0.4271896154,974
2001-03,M2_ln_size,ln_size,-0.0231003799,974
2001-03,M3_ln_be_me,intercept,0.0811457079,913
2001-03,M3_ln_be_me,ln_be_me,0.0001205057,913
2001-03,M4_beta_ln_size,intercept,0.4140854055,784
2001-03,M4_beta_ln_size,beta,0.0141487398,784
2001-03,M4_beta_ln_size,ln_size,-0.0230453578,784
2001-03,M5_beta_ln_be_me,intercept,0.0789850058,772
2001-03,M5_beta_ln_be_me,beta,0.0068477482,772
2001-03,M5_beta_ln_be_me,ln_be_me,-0.0005647933,772
2001-03,M6_ln_size_ln_be_me,intercept,0.4141476310,913
2001-03,M6_ln_size_ln_be_me,ln_size,-0.0228391646,913
2001-03,M6_ln_size_ln_be_me,ln_be_me,0.0020177272,913
2001-03,M7_all3,intercept,0.4001764124,772
2001-03,M7_all3,beta,0.0177627462,772
2001-03,M7_all3,ln_size,-0.0231796270,772
2001-03,M7_all3,ln_be_me,0.0024054564,772
2001-04,M1_beta,intercept,0.0171837271,783
2001-04,M1_beta,beta,-0.0150032128,783
2001-04,M2_ln_size,intercept,0.3987897190,973
2001-04,M2_ln_size,ln_size,-0.0265857899,973
2001-04,M3_ln_be_me,intercept,0.1007644146,913
2001-04,M3_ln_be_me,ln_be_me,-0.0197558053,913
2001-04,M4_beta_ln_size,intercept,0.4437036618,783
2001-04,M4_beta_ln_size,beta,-0.0020200487,783
2001-04,M4_beta_ln_size,ln_size,-0.0293797581,783
2001-04,M5_beta_ln_be_me,intercept,0.1396907072,772
2001-04,M5_beta_ln_be_me,beta,-0.0251420164,772
2001-04,M5_beta_ln_be_me,ln_be_me,-0.0221956082,772
2001-04,M6_ln_size_ln_be_me,intercept,0.4769962775,913
2001-04,M6_ln_size_ln_be_me,ln_size,-0.0258041196,913
2001-04,M6_ln_size_ln_be_me,ln_be_me,-0.0176122886,913
2001-04,M7_all3,intercept,0.5083671129,772
2001-04,M7_all3,beta,-0.0126133430,772
2001-04,M7_all3,ln_size,-0.0266065075,772
2001-04,M7_all3,ln_be_me,-0.0187862363,772
2001-05,M1_beta,intercept,0.0837752714,776
2001-05,M1_beta,beta,-0.0330184695,776
2001-05,M2_ln_size,intercept,0.7404402784,966
2001-05,M2_ln_size,ln_size,-0.0459527257,966
2001-05,M3_ln_be_me,intercept,0.0413073514,909
2001-05,M3_ln_be_me,ln_be_me,0.0019174144,909
2001-05,M4_beta_ln_size,intercept,0.7316381533,776
2001-05,M4_beta_ln_size,beta,-0.0148350550,776
2001-05,M4_beta_ln_size,ln_size,-0.0444894590,776
2001-05,M5_beta_ln_be_me,intercept,0.0940186622,768
2001-05,M5_beta_ln_be_me,beta,-0.0340652627,768
2001-05,M5_beta_ln_be_me,ln_be_me,-0.0017373886,768
2001-05,M6_ln_size_ln_be_me,intercept,0.7521920953,909
2001-05,M6_ln_size_ln_be_me,ln_size,-0.0485354440,909
2001-05,M6_ln_size_ln_be_me,ln_be_me,0.0053560546,909
2001-05,M7_all3,intercept,0.7516732213,768
2001-05,M7_all3,beta,-0.0126371226,768
2001-05,M7_all3,ln_size,-0.0472019333,768
2001-05,M7_all3,ln_be_me,0.0037969525,768
2001-06,M1_beta,intercept,0.0072938883,779
2001-06,M1_beta,beta,-0.0040426142,779
2001-06,M2_ln_size,intercept,0.0849572949,969
2001-06,M2_ln_size,ln_size,-0.0052903536,969
2001-06,M3_ln_be_me,intercept,-0.0486841228,912
2001-06,M3_ln_be_me,ln_be_me,0.0101914999,912
2001-06,M4_beta_ln_size,intercept,0.0885043334,779
2001-06,M4_beta_ln_size,beta,-0.0017087464,779
2001-06,M4_beta_ln_size,ln_size,-0.0055814261,779
2001-06,M5_beta_ln_be_me,intercept,-0.0283585533,771
2001-06,M5_beta_ln_be_me,beta,-0.0024518308,771
2001-06,M5_beta_ln_be_me,ln_be_me,0.0065141789,771
2001-06,M6_ln_size_ln_be_me,intercept,0.0254721410,912
2001-06,M6_ln_size_ln_be_me,ln_size,-0.0050840032,912
2001-06,M6_ln_size_ln_be_me,ln_be_me,0.0106098151,912
2001-06,M7_all3,intercept,0.0313302089,771
2001-06,M7_all3,beta,-0.0004525202,771
2001-06,M7_all3,ln_size,-0.0043032054,771
2001-06,M7_all3,ln_be_me,0.0070606623,771
2001-07,M1_beta,intercept,-0.1179162106,860
2001-07,M1_beta,beta,-0.0142212752,860
2001-07,M2_ln_size,intercept,-0.1270538506,1102
2001-07,M2_ln_size,ln_size,-0.0005621183,1102
2001-07,M3_ln_be_me,intercept,-0.1076222059,1044
2001-07,M3_ln_be_me,ln_be_me,-0.0055356132,1044
2001-07,M4_beta_ln_size,intercept,-0.1159566171,860
2001-07,M4_beta_ln_size,beta,-0.0142079747,860
2001-07,M4_beta_ln_size,ln_size,-0.0001302704,860
2001-07,M5_beta_ln_be_me,intercept,-0.0806463401,855
2001-07,M5_beta_ln_be_me,beta,-0.0184625526,855
2001-07,M5_beta_ln_be_me,ln_be_me,-0.0067699903,855
2001-07,M6_ln_size_ln_be_me,intercept,-0.1807754425,1044
2001-07,M6_ln_size_ln_be_me,ln_size,0.0051841353,1044
2001-07,M6_ln_size_ln_be_me,ln_be_me,-0.0066360450,1044
2001-07,M7_all3,intercept,-0.1953925955,855
2001-07,M7_all3,beta,-0.0198507776,855
2001-07,M7_all3,ln_size,0.0082506701,855
2001-07,M7_all3,ln_be_me,-0.0085335006,855
2001-08,M1_beta,intercept,-0.0252222341,862
2001-08,M1_beta,beta,-0.0030176952,862
2001-08,M2_ln_size,intercept,0.2899923960,1104
2001-08,M2_ln_size,ln_size,-0.0211288769,1104
2001-08,M3_ln_be_me,intercept,0.0198167708,1044
2001-08,M3_ln_be_me,ln_be_me,-0.0100393329,1044
2001-08,M4_beta_ln_size,intercept,0.2621341160,862
2001-08,M4_beta_ln_size,beta,-0.0009833554,862
2001-08,M4_beta_ln_size,ln_size,-0.0191104433,862
2001-08,M5_beta_ln_be_me,intercept,0.0301014995,855
2001-08,M5_beta_ln_be_me,beta,-0.0051058593,855
2001-08,M5_beta_ln_be_me,ln_be_me,-0.0107790722,855
2001-08,M6_ln_size_ln_be_me,intercept,0.2636508374,1044
2001-08,M6_ln_size_ln_be_me,ln_size,-0.0172797385,1044
2001-08,M6_ln_size_ln_be_me,ln_be_me,-0.0063713779,1044
2001-08,M7_all3,intercept,0.2192590560,855
2001-08,M7_all3,beta,-0.0028173903,855
2001-08,M7_all3,ln_size,-0.0136011114,855
2001-08,M7_all3,ln_be_me,-0.0078719508,855
2001-09,M1_beta,intercept,-0.0663229238,864
2001-09,M1_beta,beta,0.0018491294,864
2001-09,M2_ln_size,intercept,-0.4969847006,1106
2001-09,M2_ln_size,ln_size,0.0287810824,1106
2001-09,M3_ln_be_me,intercept,-0.1657712462,1045
2001-09,M3_ln_be_me,ln_be_me,0.0209551028,1045
2001-09,M4_beta_ln_size,intercept,-0.4951314091,864
2001-09,M4_beta_ln_size,beta,-0.0011988033,864
2001-09,M4_beta_ln_size,ln_size,0.0285217969,864
2001-09,M5_beta_ln_be_me,intercept,-0.1865404168,856
2001-09,M5_beta_ln_be_me,beta,0.0119951326,856
2001-09,M5_beta_ln_be_me,ln_be_me,0.0220611163,856
2001-09,M6_ln_size_ln_be_me,intercept,-0.4748813803,1045
2001-09,M6_ln_size_ln_be_me,ln_size,0.0219115993,1045
2001-09,M6_ln_size_ln_be_me,ln_be_me,0.0162884225,1045
2001-09,M7_all3,intercept,-0.4658026554,856
2001-09,M7_all3,beta,0.0085980306,856
2001-09,M7_all3,ln_size,0.0200854295,856
2001-09,M7_all3,ln_be_me,0.0177572763,856
2001-10,M1_beta,intercept,-0.0398949540,865
2001-10,M1_beta,beta,-0.0146679644,865
2001-10,M2_ln_size,intercept,-0.3179858579,1107
2001-10,M2_ln_size,ln_size,0.0171602119,1107
2001-10,M3_ln_be_me,intercept,-0.1256226669,1046
2001-10,M3_ln_be_me,ln_be_me,0.0136411028,1046
2001-10,M4_beta_ln_size,intercept,-0.3748867828,865
2001-10,M4_beta_ln_size,beta,-0.0170519061,865
2001-10,M4_beta_ln_size,ln_size,0.0222838024,865
2001-10,M5_beta_ln_be_me,intercept,-0.1097838460,857
2001-10,M5_beta_ln_be_me,beta,-0.0098304379,857
2001-10,M5_beta_ln_be_me,ln_be_me,0.0129541593,857
2001-10,M6_ln_size_ln_be_me,intercept,-0.3351604918,1046
2001-10,M6_ln_size_ln_be_me,ln_size,0.0148592307,1046
2001-10,M6_ln_size_ln_be_me,ln_be_me,0.0104629699,1046
2001-10,M7_all3,intercept,-0.3768555056,857
2001-10,M7_all3,beta,-0.0130869160,857
2001-10,M7_all3,ln_size,0.0192170512,857
2001-10,M7_all3,ln_be_me,0.0088191663,857
2001-11,M1_beta,intercept,0.0407349593,864
2001-11,M1_beta,beta,0.0105035432,864
2001-11,M2_ln_size,intercept,0.3627387272,1106
2001-11,M2_ln_size,ln_size,-0.0206206976,1106
2001-11,M3_ln_be_me,intercept,0.0508452933,1045
2001-11,M3_ln_be_me,ln_be_me,-0.0002535625,1045
2001-11,M4_beta_ln_size,intercept,0.4333335991,864
2001-11,M4_beta_ln_size,beta,0.0132784826,864
2001-11,M4_beta_ln_size,ln_size,-0.0261141353,864
2001-11,M5_beta_ln_be_me,intercept,0.0424451381,856
2001-11,M5_beta_ln_be_me,beta,0.0082003604,856
2001-11,M5_beta_ln_be_me,ln_be_me,0.0000061133,856
2001-11,M6_ln_size_ln_be_me,intercept,0.3521186173,1045
2001-11,M6_ln_size_ln_be_me,ln_size,-0.0213629337,1045
2001-11,M6_ln_size_ln_be_me,ln_be_me,0.0043114237,1045
2001-11,M7_all3,intercept,0.4143839442,856
2001-11,M7_all3,beta,0.0127319333,856
2001-11,M7_all3,ln_size,-0.0267617671,856
2001-11,M7_all3,ln_be_me,0.0057627519,856
2002-01,M1_beta,intercept,-0.1222807306,866
2002-01,M1_beta,beta,-0.0100319914,866
2002-01,M2_ln_size,intercept,-0.7098940593,1107
2002-01,M2_ln_size,ln_size,0.0384810913,1107
2002-01,M3_ln_be_me,intercept,-0.2302102254,1045
2002-01,M3_ln_be_me,ln_be_me,0.0205004575,1045
2002-01,M4_beta_ln_size,intercept,-0.6833481734,866
2002-01,M4_beta_ln_size,beta,-0.0138376190,866
2002-01,M4_beta_ln_size,ln_size,0.0373132574,866
2002-01,M5_beta_ln_be_me,intercept,-0.2214440955,857
2002-01,M5_beta_ln_be_me,beta,-0.0069651307,857
2002-01,M5_beta_ln_be_me,ln_be_me,0.0191984352,857
2002-01,M6_ln_size_ln_be_me,intercept,-0.7273067488,1045
2002-01,M6_ln_size_ln_be_me,ln_size,0.0352385351,1045
2002-01,M6_ln_size_ln_be_me,ln_be_me,0.0130018599,1045
2002-01,M7_all3,intercept,-0.6877901225,857
2002-01,M7_all3,beta,-0.0126514159,857
2002-01,M7_all3,ln_size,0.0335557711,857
2002-01,M7_all3,ln_be_me,0.0119781349,857
2002-02,M1_beta,intercept,0.0341183858,866
2002-02,M1_beta,beta,0.0079240565,866
2002-02,M2_ln_size,intercept,0.2518093705,1107
2002-02,M2_ln_size,ln_size,-0.0140666428,1107
2002-02,M3_ln_be_me,intercept,0.1636239217,1045
2002-02,M3_ln_be_me,ln_be_me,-0.0248673709,1045
2002-02,M4_beta_ln_size,intercept,0.2596652308,866
2002-02,M4_beta_ln_size,beta,0.0094539034,866
2002-02,M4_beta_ln_size,ln_size,-0.0149997787,866
2002-02,M5_beta_ln_be_me,intercept,0.1674265387,857
2002-02,M5_beta_ln_be_me,beta,0.0033534767,857
2002-02,M5_beta_ln_be_me,ln_be_me,-0.0257257957,857
2002-02,M6_ln_size_ln_be_me,intercept,0.2640703102,1045
2002-02,M6_ln_size_ln_be_me,ln_size,-0.0071205157,1045
2002-02,M6_ln_size_ln_be_me,ln_be_me,-0.0233521581,1045
2002-02,M7_all3,intercept,0.2499554577,857
2002-02,M7_all3,beta,0.0043597745,857
2002-02,M7_all3,ln_size,-0.0059383405,857
2002-02,M7_all3,ln_be_me,-0.0244480244,857
2002-03,M1_beta,intercept,0.0647143334,863
2002-03,M1_beta,beta,0.0167654721,863
2002-03,M2_ln_size,intercept,0.4500706462,1105
2002-03,M2_ln_size,ln_size,-0.0245452270,1105
2002-03,M3_ln_be_me,intercept,0.1094429458,1044
2002-03,M3_ln_be_me,ln_be_me,-0.0061966456,1044
2002-03,M4_beta_ln_size,intercept,0.4496092865,863
2002-03,M4_beta_ln_size,beta,0.0191788828,863
2002-03,M4_beta_ln_size,ln_size,-0.0255791574,863
2002-03,M5_beta_ln_be_me,intercept,0.0874293254,855
2002-03,M5_beta_ln_be_me,beta,0.0117198541,855
2002-03,M5_beta_ln_be_me,ln_be_me,-0.0036201851,855
2002-03,M6_ln_size_ln_be_me,intercept,0.4346504008,1044
2002-03,M6_ln_size_ln_be_me,ln_size,-0.0230471858,1044
2002-03,M6_ln_size_ln_be_me,ln_be_me,-0.0013065337,1044
2002-03,M7_all3,intercept,0.4254860420,855
2002-03,M7_all3,beta,0.0158138181,855
2002-03,M7_all3,ln_size,-0.0243102348,855
2002-03,M7_all3,ln_be_me,0.0015772335,855
2002-04,M1_beta,intercept,0.0800683850,863
2002-04,M1_beta,beta,-0.0233451503,863
2002-04,M2_ln_size,intercept,0.4369563425,1105
